epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
122,686.668,1.43507,2.74495,0.84326,1.23932,0,0.91707,0.87744,0.914,0.56881,0.83581,0.7992,0.78621,0.43428,1.69125,3.05755,0.7411,1.51105,0,0.00040105,0.00040105,0.00040105
123,692.201,1.45027,2.83095,0.85709,1.23177,0,0.88679,0.89165,0.9025,0.57159,0.87004,0.79653,0.80003,0.43275,1.65907,3.08535,0.77232,1.49568,0,0.0003961,0.0003961,0.0003961
124,697.807,1.43277,2.76245,0.82014,1.22371,0,0.92668,0.86922,0.90012,0.57613,0.87384,0.81733,0.81535,0.45942,1.62227,2.99483,0.75695,1.45862,0,0.00039115,0.00039115,0.00039115
125,703.342,1.44528,2.80192,0.84707,1.23912,0,0.93033,0.89104,0.92051,0.61921,0.89057,0.83203,0.83555,0.47855,1.53335,2.92133,0.71285,1.42663,0,0.0003862,0.0003862,0.0003862
126,708.864,1.40462,2.68599,0.79246,1.21014,0,0.90447,0.91495,0.91454,0.59631,0.8552,0.85955,0.83186,0.47022,1.62182,2.9641,0.71105,1.45337,0,0.00038125,0.00038125,0.00038125
127,714.365,1.44824,2.81669,0.83486,1.23804,0,0.92332,0.87744,0.89768,0.57212,0.87062,0.81453,0.80805,0.45467,1.72321,3.00448,0.75747,1.54778,0,0.0003763,0.0003763,0.0003763
128,719.879,1.44625,2.75741,0.84407,1.24469,0,0.90317,0.8365,0.87646,0.54076,0.84614,0.75031,0.7672,0.41655,1.74964,3.15672,0.85561,1.52714,0,0.00037135,0.00037135,0.00037135
129,725.424,1.41918,2.78542,0.83625,1.24088,0,0.93201,0.90921,0.91685,0.61779,0.88941,0.86611,0.86079,0.48471,1.54492,2.90915,0.67452,1.44147,0,0.0003664,0.0003664,0.0003664
130,730.971,1.43362,2.72512,0.82442,1.2238,0,0.88351,0.882,0.90063,0.5713,0.86898,0.81421,0.80953,0.44997,1.67088,3.07718,0.77636,1.49297,0,0.00036145,0.00036145,0.00036145
131,736.495,1.42011,2.79456,0.82749,1.23101,0,0.92467,0.90581,0.92179,0.59385,0.8636,0.84516,0.83254,0.46234,1.60073,2.99363,0.70578,1.44855,0,0.0003565,0.0003565,0.0003565
132,742.039,1.37902,2.65797,0.79599,1.2033,0,0.91704,0.90686,0.91087,0.59742,0.88943,0.85187,0.8299,0.47113,1.53991,2.91036,0.70563,1.42857,0,0.00035155,0.00035155,0.00035155
133,747.542,1.40164,2.73269,0.80118,1.21834,0,0.93691,0.89507,0.91585,0.59506,0.8993,0.84858,0.84879,0.47472,1.58496,2.94042,0.70398,1.43722,0,0.0003466,0.0003466,0.0003466
134,753.046,1.37407,2.65811,0.78838,1.20938,0,0.89328,0.88013,0.90284,0.57558,0.84899,0.81919,0.79378,0.43193,1.61533,3.12372,0.7467,1.45864,0,0.00034165,0.00034165,0.00034165
135,758.644,1.34628,2.69168,0.78308,1.18804,0,0.88577,0.9103,0.92105,0.62862,0.8689,0.83672,0.83453,0.48381,1.49486,2.88614,0.68727,1.3998,0,0.0003367,0.0003367,0.0003367
136,764.168,1.39633,2.69143,0.80603,1.21419,0,0.9065,0.89273,0.90695,0.58352,0.86629,0.80485,0.80469,0.44941,1.61676,3.09322,0.70972,1.47111,0,0.00033175,0.00033175,0.00033175
137,769.697,1.38609,2.73339,0.80659,1.20247,0,0.92757,0.88992,0.9184,0.59955,0.88451,0.81733,0.81513,0.45846,1.59072,2.99064,0.70287,1.44469,0,0.0003268,0.0003268,0.0003268
138,775.236,1.42362,2.72689,0.81495,1.23611,0,0.93096,0.8982,0.92353,0.61993,0.89095,0.85908,0.85871,0.49368,1.50086,2.88763,0.68595,1.40342,0,0.00032185,0.00032185,0.00032185
139,780.774,1.40494,2.72236,0.82579,1.20944,0,0.90723,0.87088,0.89376,0.58599,0.851,0.81498,0.79215,0.44141,1.62385,3.0444,0.78111,1.4765,0,0.0003169,0.0003169,0.0003169
140,786.251,1.36667,2.6707,0.78419,1.20765,0,0.9611,0.87376,0.92397,0.6074,0.92379,0.83693,0.84674,0.48224,1.58578,2.86476,0.68791,1.43936,0,0.00031195,0.00031195,0.00031195
141,791.778,1.36213,2.62995,0.76647,1.20281,0,0.91982,0.90373,0.93008,0.62125,0.88558,0.86943,0.86549,0.48852,1.50922,2.88431,0.66248,1.3969,0,0.000307,0.000307,0.000307
142,797.311,1.35079,2.68764,0.76111,1.19964,0,0.9115,0.90261,0.92196,0.60094,0.91386,0.80825,0.83647,0.46661,1.5465,2.9371,0.6847,1.43276,0,0.00030205,0.00030205,0.00030205
143,802.863,1.38222,2.68362,0.77731,1.20936,0,0.94218,0.86932,0.91336,0.58806,0.88838,0.79804,0.81171,0.44916,1.60561,3.09473,0.68806,1.46453,0,0.0002971,0.0002971,0.0002971
144,808.383,1.3642,2.67151,0.78451,1.19337,0,0.92461,0.90193,0.92626,0.60806,0.92246,0.84655,0.86389,0.47877,1.53151,2.93778,0.67673,1.41481,0,0.00029215,0.00029215,0.00029215
145,813.863,1.38868,2.67835,0.77818,1.20346,0,0.93012,0.89131,0.91889,0.61997,0.90158,0.84028,0.83622,0.48355,1.49447,2.8131,0.70084,1.39424,0,0.0002872,0.0002872,0.0002872
146,819.387,1.35371,2.67403,0.78832,1.20304,0,0.93602,0.88608,0.92496,0.59796,0.8864,0.82639,0.83318,0.45634,1.59214,2.97456,0.69831,1.43154,0,0.00028225,0.00028225,0.00028225
147,824.99,1.39078,2.72298,0.79812,1.2157,0,0.95163,0.86829,0.91642,0.60114,0.91648,0.83211,0.83565,0.47345,1.56759,2.9179,0.70546,1.43388,0,0.0002773,0.0002773,0.0002773
148,830.499,1.3535,2.62583,0.77217,1.19227,0,0.92208,0.88652,0.90849,0.6025,0.88451,0.84342,0.84583,0.48084,1.55821,2.86591,0.74834,1.4156,0,0.00027235,0.00027235,0.00027235
149,836.042,1.35092,2.64609,0.78331,1.17778,0,0.9052,0.87744,0.90372,0.58135,0.88606,0.82926,0.83465,0.46332,1.6028,2.98421,0.77022,1.44996,0,0.0002674,0.0002674,0.0002674
150,841.556,1.3548,2.72116,0.80519,1.20218,0,0.91933,0.88652,0.92812,0.61988,0.91461,0.84239,0.86046,0.48972,1.52116,2.81419,0.6975,1.39553,0,0.00026245,0.00026245,0.00026245
151,847.038,1.33428,2.6344,0.74897,1.1713,0,0.93902,0.88424,0.91575,0.60513,0.92002,0.83337,0.86023,0.48566,1.53923,2.86885,0.71154,1.41063,0,0.0002575,0.0002575,0.0002575
152,852.583,1.33137,2.57238,0.76216,1.18414,0,0.92023,0.87934,0.9099,0.58821,0.91458,0.82387,0.83613,0.46543,1.56641,2.96385,0.70474,1.43666,0,0.00025255,0.00025255,0.00025255
153,858.116,1.3517,2.63643,0.76969,1.20053,0,0.90848,0.91229,0.92292,0.60935,0.89627,0.8321,0.84226,0.48857,1.54184,2.82895,0.6933,1.41686,0,0.0002476,0.0002476,0.0002476
154,863.656,1.30715,2.59061,0.74982,1.16711,0,0.93881,0.91596,0.93042,0.62722,0.87995,0.85703,0.85316,0.49353,1.4846,2.78778,0.66255,1.38939,0,0.00024265,0.00024265,0.00024265
155,869.188,1.33331,2.68705,0.75762,1.20151,0,0.92506,0.91172,0.92845,0.62646,0.8762,0.87223,0.86533,0.49412,1.4998,2.78158,0.65919,1.39479,0,0.0002377,0.0002377,0.0002377
156,874.71,1.35951,2.65425,0.7735,1.22097,0,0.93351,0.88077,0.91748,0.61253,0.89732,0.83094,0.83193,0.48847,1.51051,2.83219,0.68703,1.40965,0,0.00023275,0.00023275,0.00023275
157,880.224,1.35092,2.65518,0.78663,1.18975,0,0.94596,0.88764,0.91599,0.62025,0.90724,0.83313,0.83242,0.48652,1.52689,2.83029,0.68871,1.4103,0,0.0002278,0.0002278,0.0002278
158,885.842,1.31946,2.61234,0.74273,1.18023,0,0.95267,0.88992,0.92416,0.61473,0.91489,0.83322,0.84837,0.47457,1.5444,2.90957,0.67331,1.41567,0,0.00022285,0.00022285,0.00022285
159,891.37,1.32796,2.61832,0.75619,1.17661,0,0.91786,0.90921,0.92074,0.61239,0.88582,0.84097,0.83522,0.47954,1.5209,2.93785,0.66388,1.39373,0,0.0002179,0.0002179,0.0002179
160,896.88,1.34441,2.62185,0.76112,1.19206,0,0.92781,0.90012,0.91873,0.62099,0.88355,0.86633,0.85151,0.48841,1.56002,2.87294,0.68289,1.4413,0,0.00021295,0.00021295,0.00021295
161,902.397,1.35344,2.65622,0.77597,1.21596,0,0.91402,0.90228,0.92442,0.61111,0.8762,0.84954,0.84341,0.4905,1.52555,2.82928,0.66903,1.42348,0,0.000208,0.000208,0.000208
162,907.948,1.32466,2.59478,0.76124,1.18885,0,0.91172,0.8979,0.91082,0.61347,0.87829,0.86383,0.84721,0.49415,1.50734,2.79928,0.6873,1.41252,0,0.00020305,0.00020305,0.00020305
163,913.449,1.34087,2.63722,0.76884,1.21559,0,0.91681,0.89306,0.91192,0.60866,0.89197,0.85007,0.84978,0.48597,1.52496,2.84799,0.68348,1.42392,0,0.0001981,0.0001981,0.0001981
164,918.967,1.31277,2.61044,0.73702,1.17424,0,0.92339,0.88764,0.91374,0.60511,0.89349,0.83762,0.82528,0.47723,1.52868,2.87449,0.70591,1.41625,0,0.00019315,0.00019315,0.00019315
165,924.507,1.31772,2.63981,0.75097,1.17813,0,0.93955,0.88239,0.91142,0.61247,0.90596,0.84322,0.84252,0.48544,1.49822,2.78604,0.70408,1.40665,0,0.0001882,0.0001882,0.0001882
166,930.039,1.32057,2.61166,0.75533,1.1785,0,0.91737,0.89503,0.91734,0.60121,0.89151,0.83434,0.83883,0.47504,1.57,2.83362,0.69979,1.43779,0,0.00018325,0.00018325,0.00018325
167,935.545,1.31694,2.63093,0.77419,1.19192,0,0.93721,0.89186,0.9241,0.61772,0.89771,0.85163,0.85762,0.49432,1.53667,2.83013,0.67121,1.41213,0,0.0001783,0.0001783,0.0001783
168,941.051,1.29308,2.56821,0.74107,1.18098,0,0.94012,0.88992,0.92547,0.63123,0.90831,0.85369,0.85365,0.49978,1.46723,2.82192,0.66137,1.39576,0,0.00017335,0.00017335,0.00017335
169,946.607,1.30055,2.62886,0.72972,1.179,0,0.92682,0.8846,0.92518,0.61136,0.90334,0.84342,0.84859,0.49137,1.5636,2.83501,0.67592,1.44501,0,0.0001684,0.0001684,0.0001684
170,952.248,1.28588,2.55998,0.71371,1.16859,0,0.91676,0.88992,0.91733,0.62018,0.89684,0.84484,0.83857,0.48648,1.49392,2.7981,0.68777,1.40726,0,0.00016345,0.00016345,0.00016345
171,957.789,1.27701,2.54928,0.7293,1.15982,0,0.94302,0.88999,0.91301,0.61875,0.92412,0.85227,0.85458,0.4986,1.46013,2.75921,0.70322,1.38288,0,0.0001585,0.0001585,0.0001585
172,963.322,1.2718,2.58852,0.74734,1.15647,0,0.93305,0.89261,0.91377,0.62255,0.89886,0.84844,0.83957,0.48905,1.4436,2.80151,0.67672,1.36661,0,0.00015355,0.00015355,0.00015355
173,968.839,1.28791,2.5527,0.71975,1.15074,0,0.93902,0.88779,0.91864,0.6195,0.91109,0.85395,0.86115,0.49731,1.46326,2.83362,0.68195,1.38085,0,0.0001486,0.0001486,0.0001486
174,974.366,1.29801,2.57794,0.72242,1.16716,0,0.93372,0.88652,0.91685,0.62055,0.90955,0.8388,0.84427,0.49411,1.48825,2.80363,0.67455,1.40989,0,0.00014365,0.00014365,0.00014365
175,979.895,1.31241,2.59045,0.74381,1.17721,0,0.94429,0.89129,0.92217,0.62646,0.89258,0.85022,0.86109,0.49892,1.45409,2.75781,0.67191,1.38361,0,0.0001387,0.0001387,0.0001387
176,985.424,1.2724,2.5626,0.71547,1.16037,0,0.9326,0.90172,0.91463,0.62092,0.8918,0.85363,0.84049,0.49604,1.43743,2.72659,0.67115,1.36767,0,0.00013375,0.00013375,0.00013375
177,990.906,1.26132,2.50167,0.7124,1.15452,0,0.9213,0.88652,0.91969,0.62242,0.88913,0.84317,0.84113,0.48411,1.49163,2.81253,0.65856,1.41398,0,0.0001288,0.0001288,0.0001288
178,996.443,1.28869,2.55487,0.72476,1.17601,0,0.93184,0.8899,0.9214,0.63012,0.90964,0.83487,0.84433,0.49452,1.47185,2.72521,0.65785,1.39614,0,0.00012385,0.00012385,0.00012385
179,1001.95,1.30391,2.5849,0.74218,1.18502,0,0.9512,0.89598,0.92851,0.63827,0.91645,0.85547,0.86194,0.50416,1.43097,2.72665,0.63599,1.36056,0,0.0001189,0.0001189,0.0001189
180,1007.45,1.28014,2.50373,0.72485,1.16596,0,0.94655,0.88992,0.9211,0.62144,0.90252,0.83401,0.84296,0.49071,1.4939,2.78185,0.65073,1.40666,0,0.00011395,0.00011395,0.00011395
181,1013.06,1.27897,2.52995,0.6992,1.16656,0,0.92003,0.90012,0.91429,0.62018,0.9024,0.84682,0.84912,0.48228,1.51468,2.84043,0.66469,1.41271,0,0.000109,0.000109,0.000109
182,1018.6,1.24349,2.49581,0.69249,1.15052,0,0.93373,0.89945,0.92781,0.63688,0.91042,0.85108,0.86212,0.49862,1.43543,2.81218,0.64962,1.3818,0,0.00010405,0.00010405,0.00010405
183,1024.09,1.28047,2.53056,0.72206,1.1733,0,0.91774,0.9047,0.91427,0.63204,0.91068,0.83776,0.85263,0.49655,1.43843,2.77881,0.63492,1.3839,0,9.91e-05,9.91e-05,9.91e-05
184,1029.58,1.25622,2.48681,0.70688,1.15161,0,0.92087,0.90841,0.91695,0.6356,0.90962,0.86383,0.86382,0.50096,1.40649,2.75705,0.6273,1.35125,0,9.415e-05,9.415e-05,9.415e-05
185,1035.09,1.24063,2.49071,0.70375,1.1464,0,0.94084,0.89104,0.91426,0.61906,0.91255,0.86383,0.85864,0.49331,1.46272,2.83032,0.65104,1.37404,0,8.92e-05,8.92e-05,8.92e-05
186,1040.62,1.24478,2.51471,0.72586,1.15538,0,0.94173,0.89903,0.91534,0.62688,0.91406,0.85979,0.85998,0.50637,1.44055,2.77461,0.63372,1.36932,0,8.425e-05,8.425e-05,8.425e-05
187,1046.13,1.26279,2.50356,0.72467,1.15637,0,0.93996,0.89672,0.92188,0.63185,0.89345,0.85628,0.85451,0.50316,1.43594,2.76557,0.63921,1.36653,0,7.93e-05,7.93e-05,7.93e-05
188,1051.63,1.2692,2.56138,0.71976,1.16321,0,0.93649,0.89836,0.92199,0.6349,0.90004,0.85703,0.85694,0.51413,1.42039,2.72723,0.64056,1.36112,0,7.435e-05,7.435e-05,7.435e-05
189,1057.2,1.28423,2.57368,0.71453,1.16137,0,0.9393,0.90012,0.91728,0.63671,0.89715,0.86043,0.85506,0.51262,1.43585,2.71958,0.64321,1.36462,0,6.94e-05,6.94e-05,6.94e-05
190,1062.72,1.25271,2.47215,0.7132,1.16242,0,0.9352,0.90012,0.91817,0.63052,0.89965,0.85665,0.85492,0.50417,1.43516,2.76534,0.64626,1.3727,0,6.445e-05,6.445e-05,6.445e-05
191,1068.99,1.27937,2.6181,0.60098,1.21988,0,0.91464,0.89929,0.91567,0.61513,0.90526,0.85644,0.8475,0.48348,1.53481,2.8381,0.66466,1.42934,0,5.95e-05,5.95e-05,5.95e-05
192,1074.57,1.23751,2.54615,0.56455,1.18645,0,0.91143,0.88493,0.9142,0.60553,0.88391,0.83368,0.83941,0.47682,1.55781,2.92629,0.67398,1.44664,0,5.455e-05,5.455e-05,5.455e-05
193,1080.04,1.19664,2.44936,0.54432,1.17625,0,0.91124,0.91033,0.92043,0.61085,0.89434,0.84682,0.84268,0.48254,1.53132,2.89613,0.65437,1.42663,0,4.96e-05,4.96e-05,4.96e-05
194,1085.46,1.1894,2.42403,0.54397,1.16624,0,0.9188,0.90391,0.91895,0.61351,0.89924,0.85438,0.84446,0.48868,1.51929,2.86396,0.64408,1.42319,0,4.465e-05,4.465e-05,4.465e-05
195,1090.89,1.18447,2.46538,0.54559,1.17534,0,0.92958,0.90012,0.91432,0.61389,0.89557,0.85703,0.84701,0.49081,1.51174,2.79348,0.65086,1.41954,0,3.97e-05,3.97e-05,3.97e-05
196,1096.32,1.14588,2.36163,0.5291,1.1544,0,0.9275,0.91373,0.92194,0.61876,0.88458,0.87063,0.85242,0.49163,1.48963,2.81445,0.63701,1.41138,0,3.475e-05,3.475e-05,3.475e-05
197,1101.76,1.14625,2.38049,0.50915,1.14905,0,0.9285,0.91483,0.92372,0.62121,0.88228,0.86848,0.84794,0.49393,1.48338,2.79824,0.63643,1.40552,0,2.98e-05,2.98e-05,2.98e-05
198,1107.2,1.15971,2.38236,0.51231,1.16116,0,0.93179,0.91549,0.92419,0.61618,0.88205,0.86563,0.84615,0.48847,1.50546,2.8146,0.64122,1.41486,0,2.485e-05,2.485e-05,2.485e-05
199,1112.65,1.15624,2.38432,0.52534,1.1567,0,0.93467,0.91309,0.92308,0.61124,0.89054,0.86043,0.84277,0.4848,1.51506,2.8244,0.64099,1.42388,0,1.99e-05,1.99e-05,1.99e-05
200,1118.08,1.15953,2.39525,0.50814,1.1553,0,0.93121,0.91435,0.92281,0.61352,0.88333,0.86318,0.84895,0.49096,1.50549,2.81757,0.63541,1.41862,0,1.495e-05,1.495e-05,1.495e-05
