epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
120,715.787,1.44821,2.77483,0.80589,1.24696,0,0.93631,0.91517,0.9317,0.59882,0.88017,0.85138,0.85112,0.46638,1.65891,3.15453,0.66455,1.48916,0,0.00041095,0.00041095,0.00041095
121,721.656,1.45983,2.81291,0.83661,1.24915,0,0.91016,0.91135,0.91992,0.57598,0.85959,0.83178,0.84088,0.42447,1.68474,3.1928,0.74053,1.50343,0,0.000406,0.000406,0.000406
122,727.575,1.46004,2.75962,0.81575,1.24577,0,0.91751,0.91726,0.93545,0.61947,0.88021,0.84789,0.8609,0.47081,1.58048,2.96554,0.65502,1.42832,0,0.00040105,0.00040105,0.00040105
123,733.472,1.48188,2.85558,0.83252,1.24699,0,0.94215,0.91754,0.93207,0.61733,0.88911,0.85479,0.86349,0.4807,1.54514,2.90101,0.66054,1.42711,0,0.0003961,0.0003961,0.0003961
124,739.461,1.43108,2.7608,0.81471,1.22204,0,0.9329,0.91958,0.93074,0.6329,0.90181,0.87994,0.88223,0.5046,1.50376,2.83043,0.65562,1.39321,0,0.00039115,0.00039115,0.00039115
125,745.359,1.45316,2.80512,0.82051,1.24212,0,0.92334,0.88965,0.91717,0.60214,0.88201,0.83957,0.84434,0.45512,1.60243,3.06669,0.6907,1.46172,0,0.0003862,0.0003862,0.0003862
126,751.236,1.43242,2.70933,0.77098,1.21564,0,0.91624,0.91033,0.92643,0.6296,0.91106,0.85382,0.87499,0.49719,1.50762,2.8644,0.64802,1.39668,0,0.00038125,0.00038125,0.00038125
127,757.129,1.45467,2.79667,0.80145,1.24072,0,0.91076,0.899,0.92001,0.60449,0.87784,0.8423,0.84399,0.4642,1.58929,2.95589,0.71894,1.44479,0,0.0003763,0.0003763,0.0003763
128,763.002,1.4385,2.76418,0.81872,1.24066,0,0.91869,0.90128,0.92001,0.6048,0.87239,0.8457,0.83355,0.46323,1.62309,2.93283,0.6923,1.45217,0,0.00037135,0.00037135,0.00037135
129,768.903,1.42439,2.76546,0.80968,1.244,0,0.93758,0.90921,0.93474,0.60687,0.90324,0.84114,0.85264,0.46533,1.60481,2.93395,0.67348,1.45621,0,0.0003664,0.0003664,0.0003664
130,774.814,1.43994,2.7264,0.8017,1.22957,0,0.91977,0.91149,0.92588,0.63739,0.88246,0.87067,0.85179,0.48908,1.48537,2.84509,0.63357,1.39248,0,0.00036145,0.00036145,0.00036145
131,780.695,1.40051,2.76389,0.80235,1.22489,0,0.92538,0.89489,0.92225,0.61139,0.89517,0.85591,0.85403,0.45303,1.57785,3.04119,0.67229,1.4424,0,0.0003565,0.0003565,0.0003565
132,786.62,1.39044,2.63708,0.76904,1.20887,0,0.94687,0.9182,0.93181,0.64407,0.91636,0.89065,0.88804,0.49137,1.45706,2.82664,0.61838,1.37112,0,0.00035155,0.00035155,0.00035155
133,792.63,1.40065,2.73366,0.77617,1.21382,0,0.92918,0.92285,0.92974,0.61108,0.88815,0.87343,0.85877,0.46043,1.57368,3.02798,0.65178,1.44566,0,0.0003466,0.0003466,0.0003466
134,798.527,1.39456,2.66617,0.76764,1.22056,0,0.89461,0.89647,0.91214,0.56082,0.82999,0.77648,0.77768,0.41103,1.74593,3.29035,0.72737,1.5315,0,0.00034165,0.00034165,0.00034165
135,804.432,1.36844,2.70801,0.77672,1.19824,0,0.91987,0.88853,0.91844,0.60105,0.87881,0.848,0.83085,0.45244,1.55839,2.99091,0.68598,1.42524,0,0.0003367,0.0003367,0.0003367
136,810.309,1.39345,2.70064,0.77495,1.21292,0,0.9073,0.89963,0.92101,0.60468,0.84802,0.84002,0.8327,0.45069,1.57698,3.06671,0.65203,1.46636,0,0.00033175,0.00033175,0.00033175
137,816.201,1.39901,2.71938,0.78466,1.21111,0,0.92581,0.89006,0.91938,0.59844,0.88489,0.83014,0.83635,0.44697,1.61561,3.06566,0.69618,1.4736,0,0.0003268,0.0003268,0.0003268
138,822.132,1.43469,2.74573,0.79585,1.24129,0,0.93394,0.92099,0.92815,0.64335,0.89868,0.86545,0.8685,0.50312,1.51065,2.8418,0.63907,1.41193,0,0.00032185,0.00032185,0.00032185
139,828.059,1.40875,2.71624,0.79332,1.21219,0,0.9288,0.88512,0.91909,0.59072,0.89224,0.81961,0.8258,0.43616,1.64169,3.12456,0.69424,1.48362,0,0.0003169,0.0003169,0.0003169
140,833.997,1.37249,2.66352,0.76327,1.2079,0,0.93242,0.90674,0.93186,0.63914,0.9058,0.84342,0.86817,0.49982,1.49855,2.80457,0.61796,1.38775,0,0.00031195,0.00031195,0.00031195
141,839.979,1.36514,2.64908,0.73707,1.20107,0,0.9353,0.91848,0.93447,0.63724,0.88779,0.86839,0.86679,0.49366,1.49653,2.86008,0.64808,1.40669,0,0.000307,0.000307,0.000307
142,845.91,1.35028,2.6804,0.74396,1.20019,0,0.91695,0.91261,0.92395,0.63697,0.8772,0.87291,0.86313,0.4992,1.43677,2.79843,0.65402,1.3722,0,0.00030205,0.00030205,0.00030205
143,851.782,1.37414,2.68395,0.74813,1.20349,0,0.89138,0.90165,0.90687,0.58181,0.85641,0.7997,0.80435,0.42451,1.73598,3.25031,0.69849,1.54134,0,0.0002971,0.0002971,0.0002971
144,857.703,1.37467,2.67893,0.75794,1.1966,0,0.92753,0.92423,0.93453,0.63105,0.88778,0.88492,0.8788,0.48828,1.48819,2.86864,0.61527,1.39625,0,0.00029215,0.00029215,0.00029215
145,863.57,1.38881,2.69807,0.76029,1.20434,0,0.90081,0.90843,0.91696,0.63073,0.8752,0.85475,0.86012,0.48407,1.49251,2.86545,0.65319,1.391,0,0.0002872,0.0002872,0.0002872
146,869.475,1.36139,2.67983,0.75778,1.20675,0,0.89628,0.92397,0.92043,0.62458,0.86253,0.86607,0.85297,0.47034,1.51818,2.84107,0.65506,1.40134,0,0.00028225,0.00028225,0.00028225
147,875.363,1.3998,2.72182,0.78245,1.22363,0,0.92148,0.93077,0.92575,0.64222,0.88957,0.87904,0.87134,0.48766,1.44437,2.795,0.60809,1.36934,0,0.0002773,0.0002773,0.0002773
148,881.361,1.34264,2.60998,0.74422,1.19161,0,0.92004,0.92737,0.92852,0.62531,0.8732,0.87975,0.85227,0.48732,1.53492,2.8745,0.63868,1.41435,0,0.00027235,0.00027235,0.00027235
149,887.273,1.36092,2.63044,0.75642,1.18656,0,0.91531,0.90113,0.92513,0.6083,0.87304,0.82982,0.84965,0.45447,1.58171,3.03447,0.66301,1.45364,0,0.0002674,0.0002674,0.0002674
150,893.182,1.36648,2.69653,0.77858,1.20916,0,0.91393,0.91315,0.92317,0.62256,0.87652,0.88921,0.87554,0.48386,1.50206,2.88545,0.63871,1.4024,0,0.00026245,0.00026245,0.00026245
151,899.069,1.33376,2.6519,0.72673,1.17427,0,0.90187,0.91681,0.92434,0.63562,0.87233,0.88626,0.87159,0.50179,1.46598,2.87948,0.63055,1.39952,0,0.0002575,0.0002575,0.0002575
152,904.978,1.35079,2.59349,0.74255,1.1894,0,0.92922,0.92195,0.9265,0.62973,0.89842,0.89065,0.87719,0.5105,1.46425,2.77553,0.63206,1.37956,0,0.00025255,0.00025255,0.00025255
153,910.875,1.35831,2.65152,0.73985,1.19983,0,0.9251,0.92397,0.92544,0.60715,0.89492,0.88316,0.87196,0.47072,1.62471,2.88289,0.6438,1.47303,0,0.0002476,0.0002476,0.0002476
154,916.779,1.31832,2.60485,0.73037,1.17049,0,0.9139,0.92618,0.92529,0.63418,0.87834,0.89025,0.86983,0.4856,1.50039,2.83451,0.61955,1.39515,0,0.00024265,0.00024265,0.00024265
155,922.65,1.36262,2.68053,0.74421,1.21022,0,0.90758,0.9159,0.92742,0.63036,0.86257,0.87407,0.86993,0.47896,1.51406,2.86234,0.62961,1.39303,0,0.0002377,0.0002377,0.0002377
156,928.621,1.38233,2.64875,0.75151,1.2297,0,0.92141,0.90468,0.9297,0.64505,0.89383,0.87407,0.88239,0.50449,1.4653,2.78926,0.6218,1.3867,0,0.00023275,0.00023275,0.00023275
157,934.509,1.34509,2.63223,0.7531,1.18646,0,0.90799,0.89039,0.91482,0.59182,0.87064,0.81733,0.82347,0.44073,1.65419,3.12351,0.67933,1.48446,0,0.0002278,0.0002278,0.0002278
158,940.394,1.33256,2.60029,0.73087,1.18741,0,0.92953,0.92614,0.93088,0.60672,0.89688,0.84037,0.84745,0.45574,1.60034,3.04893,0.63914,1.45741,0,0.00022285,0.00022285,0.00022285
159,946.289,1.32911,2.61122,0.72494,1.18128,0,0.91584,0.92242,0.93618,0.63598,0.89713,0.85854,0.87374,0.49114,1.49754,2.88413,0.60946,1.40372,0,0.0002179,0.0002179,0.0002179
160,952.21,1.3434,2.60982,0.74031,1.19456,0,0.95007,0.91755,0.93735,0.65152,0.906,0.87956,0.8827,0.52191,1.42043,2.73189,0.59608,1.35093,0,0.00021295,0.00021295,0.00021295
161,958.129,1.36517,2.66223,0.76197,1.22253,0,0.92805,0.93077,0.93204,0.63878,0.90224,0.89955,0.87999,0.50549,1.45998,2.77777,0.60994,1.36692,0,0.000208,0.000208,0.000208
162,964.043,1.32048,2.59413,0.72221,1.18749,0,0.9366,0.93487,0.93715,0.63528,0.91252,0.85704,0.86732,0.49887,1.51086,2.84308,0.60014,1.40647,0,0.00020305,0.00020305,0.00020305
163,969.947,1.34315,2.64557,0.74945,1.2135,0,0.93313,0.92057,0.93074,0.63653,0.89784,0.87449,0.87144,0.50598,1.48957,2.81208,0.61201,1.39469,0,0.0001981,0.0001981,0.0001981
164,975.951,1.308,2.60307,0.71679,1.17519,0,0.92583,0.93418,0.92805,0.6446,0.89125,0.89676,0.87571,0.51055,1.45867,2.75265,0.59769,1.37543,0,0.00019315,0.00019315,0.00019315
165,981.85,1.32895,2.64011,0.72424,1.18668,0,0.93441,0.91601,0.92901,0.64732,0.89958,0.88067,0.88096,0.50638,1.45378,2.77628,0.59874,1.37329,0,0.0001882,0.0001882,0.0001882
166,987.787,1.30926,2.61944,0.73458,1.17486,0,0.93058,0.93986,0.94016,0.62499,0.87705,0.85909,0.85439,0.47889,1.55082,2.908,0.61727,1.42901,0,0.00018325,0.00018325,0.00018325
167,993.676,1.3155,2.60027,0.7448,1.18736,0,0.93184,0.93134,0.93322,0.63624,0.88132,0.8825,0.86758,0.50079,1.50646,2.85576,0.60554,1.3987,0,0.0001783,0.0001783,0.0001783
168,999.566,1.29874,2.537,0.7069,1.17906,0,0.92434,0.92057,0.93356,0.62653,0.86783,0.86615,0.8576,0.48549,1.50841,2.9295,0.62208,1.4064,0,0.00017335,0.00017335,0.00017335
169,1005.46,1.2987,2.60649,0.70595,1.18499,0,0.92593,0.92254,0.92898,0.62291,0.88425,0.87843,0.86664,0.48669,1.50516,2.83571,0.61446,1.40469,0,0.0001684,0.0001684,0.0001684
170,1011.36,1.29236,2.55858,0.7005,1.17426,0,0.94641,0.91454,0.93182,0.6424,0.91476,0.88064,0.88187,0.50898,1.42055,2.76322,0.60241,1.3637,0,0.00016345,0.00016345,0.00016345
171,1017.25,1.29527,2.58206,0.71342,1.17056,0,0.92896,0.92338,0.93054,0.63951,0.90487,0.88922,0.89042,0.51112,1.46481,2.81102,0.59081,1.3934,0,0.0001585,0.0001585,0.0001585
172,1023.24,1.31348,2.60303,0.72886,1.1748,0,0.91968,0.93771,0.93138,0.65162,0.91549,0.87994,0.88629,0.50781,1.44201,2.78828,0.59249,1.37751,0,0.00015355,0.00015355,0.00015355
173,1029.15,1.27937,2.55026,0.69004,1.15266,0,0.93663,0.92423,0.93508,0.64735,0.90912,0.87989,0.89294,0.516,1.44422,2.79694,0.59036,1.3783,0,0.0001486,0.0001486,0.0001486
174,1035.07,1.3181,2.57397,0.71201,1.17883,0,0.93007,0.92737,0.92883,0.62904,0.89695,0.88996,0.88329,0.49489,1.52791,2.86773,0.61124,1.42561,0,0.00014365,0.00014365,0.00014365
175,1040.96,1.31078,2.58732,0.72897,1.18008,0,0.94069,0.94075,0.93405,0.64246,0.90406,0.89139,0.88117,0.4969,1.4837,2.79406,0.59395,1.38023,0,0.0001387,0.0001387,0.0001387
176,1046.87,1.27683,2.5755,0.6896,1.16276,0,0.93483,0.94137,0.93483,0.64342,0.90342,0.90016,0.88775,0.51909,1.43824,2.75068,0.59605,1.37117,0,0.00013375,0.00013375,0.00013375
177,1052.77,1.25951,2.5113,0.67622,1.15912,0,0.93224,0.9245,0.93225,0.63453,0.91474,0.89044,0.89241,0.49664,1.47821,2.81016,0.59396,1.40105,0,0.0001288,0.0001288,0.0001288
178,1058.68,1.28382,2.54385,0.70087,1.17656,0,0.93699,0.93371,0.93927,0.64059,0.9059,0.88713,0.88598,0.5048,1.48481,2.75305,0.60137,1.39175,0,0.00012385,0.00012385,0.00012385
179,1064.58,1.28695,2.5808,0.72144,1.17764,0,0.94193,0.93242,0.94234,0.63769,0.90037,0.89042,0.8792,0.50418,1.47184,2.78467,0.60924,1.3819,0,0.0001189,0.0001189,0.0001189
180,1070.59,1.2776,2.51711,0.70065,1.17245,0,0.93329,0.92804,0.93072,0.6345,0.90276,0.89751,0.8831,0.50108,1.47859,2.82661,0.59998,1.39855,0,0.00011395,0.00011395,0.00011395
181,1076.51,1.27081,2.52255,0.6841,1.16304,0,0.93592,0.93614,0.94087,0.64157,0.89999,0.89805,0.88815,0.49984,1.45874,2.81164,0.58505,1.39274,0,0.000109,0.000109,0.000109
182,1082.41,1.24901,2.50933,0.682,1.16137,0,0.92963,0.9403,0.94232,0.64432,0.89328,0.89971,0.88453,0.49354,1.46986,2.87778,0.59238,1.38662,0,0.00010405,0.00010405,0.00010405
183,1088.29,1.27313,2.52704,0.70164,1.17178,0,0.92818,0.92911,0.93332,0.64304,0.89448,0.8952,0.89084,0.50295,1.45506,2.83587,0.59173,1.37903,0,9.91e-05,9.91e-05,9.91e-05
184,1094.17,1.26801,2.47759,0.69283,1.15961,0,0.92748,0.92078,0.93807,0.63874,0.90292,0.89726,0.89929,0.51135,1.49257,2.7772,0.59385,1.38931,0,9.415e-05,9.415e-05,9.415e-05
185,1100.04,1.24161,2.4861,0.68052,1.15404,0,0.9308,0.92069,0.93318,0.62931,0.90105,0.87185,0.88021,0.50489,1.48182,2.83761,0.60239,1.39116,0,8.92e-05,8.92e-05,8.92e-05
186,1105.96,1.2484,2.51081,0.70492,1.1584,0,0.93719,0.92275,0.93374,0.6258,0.89401,0.87961,0.88491,0.50016,1.51024,2.86603,0.60409,1.3954,0,8.425e-05,8.425e-05,8.425e-05
187,1111.86,1.26719,2.49901,0.70959,1.16256,0,0.92738,0.94235,0.93859,0.64435,0.88098,0.88111,0.88273,0.49955,1.47056,2.89114,0.58772,1.38465,0,7.93e-05,7.93e-05,7.93e-05
188,1117.84,1.27787,2.55605,0.70257,1.16993,0,0.95218,0.91721,0.94141,0.63538,0.90977,0.8695,0.87848,0.49177,1.49109,2.90521,0.59136,1.39014,0,7.435e-05,7.435e-05,7.435e-05
189,1123.76,1.28357,2.55033,0.69758,1.16682,0,0.93407,0.94326,0.94862,0.64108,0.89402,0.88085,0.87541,0.49939,1.46608,2.81574,0.59221,1.37385,0,6.94e-05,6.94e-05,6.94e-05
190,1129.7,1.23007,2.46774,0.6802,1.1557,0,0.95201,0.92169,0.94496,0.65073,0.89995,0.88445,0.88537,0.51283,1.42083,2.78039,0.57364,1.35752,0,6.445e-05,6.445e-05,6.445e-05
191,1136.33,1.27895,2.56968,0.56803,1.22673,0,0.95001,0.92509,0.9352,0.62607,0.89829,0.85931,0.86717,0.4961,1.55204,2.94645,0.6068,1.43194,0,5.95e-05,5.95e-05,5.95e-05
192,1142.13,1.2443,2.51488,0.56148,1.1938,0,0.92857,0.91673,0.92252,0.60799,0.87864,0.85131,0.8529,0.47267,1.65401,3.03136,0.64437,1.49009,0,5.455e-05,5.455e-05,5.455e-05
193,1147.87,1.16946,2.41918,0.53226,1.17029,0,0.92634,0.91373,0.925,0.61066,0.87038,0.8477,0.84926,0.47468,1.62158,3.00652,0.6249,1.4773,0,4.96e-05,4.96e-05,4.96e-05
194,1153.61,1.19091,2.40524,0.52748,1.16941,0,0.9226,0.91033,0.91933,0.5938,0.88576,0.80408,0.81476,0.45412,1.67565,3.17164,0.63991,1.52539,0,4.465e-05,4.465e-05,4.465e-05
195,1159.48,1.17895,2.41573,0.52567,1.17005,0,0.92962,0.91141,0.92482,0.61175,0.90344,0.82733,0.84274,0.4705,1.61859,3.03606,0.6206,1.48447,0,3.97e-05,3.97e-05,3.97e-05
196,1165.25,1.12758,2.32256,0.52237,1.14781,0,0.93458,0.91919,0.93667,0.62864,0.92389,0.8457,0.87307,0.48624,1.54514,2.91337,0.60284,1.43614,0,3.475e-05,3.475e-05,3.475e-05
197,1171.01,1.14889,2.35432,0.49989,1.15424,0,0.92911,0.9209,0.93659,0.62964,0.92229,0.84566,0.86669,0.48552,1.54698,2.94192,0.59823,1.43729,0,2.98e-05,2.98e-05,2.98e-05
198,1176.78,1.14366,2.33737,0.51375,1.14686,0,0.93227,0.91941,0.93803,0.63317,0.92663,0.84939,0.8715,0.49157,1.53325,2.90796,0.60467,1.43053,0,2.485e-05,2.485e-05,2.485e-05
199,1182.53,1.1426,2.34118,0.5082,1.14883,0,0.93004,0.91427,0.93692,0.62154,0.9179,0.83983,0.86533,0.4852,1.57377,2.94894,0.61204,1.45581,0,1.99e-05,1.99e-05,1.99e-05
200,1188.3,1.13985,2.33042,0.51347,1.15491,0,0.9323,0.91847,0.93612,0.63138,0.89331,0.88818,0.87546,0.49584,1.53704,2.90861,0.60238,1.43498,0,1.495e-05,1.495e-05,1.495e-05
