epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
17,135.158,2.09506,3.76041,1.89241,0.01312,1.54539,0.65638,0.60707,0.64792,0.29855,0.58795,0.52462,0.51792,0.19224,2.16439,4.12282,1.68497,0.02034,0,0.0009208,0.0009208,0.0009208
18,143.042,2.07788,3.79701,1.89329,0.01289,1.53952,0.6056,0.66514,0.63852,0.2575,0.54871,0.52342,0.50116,0.17486,2.4361,4.19535,1.64663,0.02403,0,0.00091585,0.00091585,0.00091585
19,150.81,2.11766,3.85842,1.91488,0.01337,1.66406,0.66889,0.65843,0.68186,0.31441,0.59403,0.56355,0.54901,0.19844,2.17633,4.15599,1.69751,0.02021,0,0.0009109,0.0009109,0.0009109
20,158.574,2.10546,3.75199,1.85354,0.0134,1.52326,0.72842,0.69017,0.76982,0.33913,0.62349,0.59261,0.59973,0.21415,2.19209,4.09106,1.58242,0.02106,0,0.00090595,0.00090595,0.00090595
21,166.514,2.09251,3.70722,1.76591,0.01271,1.5403,0.74754,0.70265,0.74054,0.32359,0.63327,0.59609,0.58456,0.2133,2.29427,3.99129,1.59306,0.02231,0,0.000901,0.000901,0.000901
22,174.305,2.06881,3.66777,1.71953,0.01269,1.46318,0.70689,0.75267,0.75292,0.35221,0.64929,0.66303,0.63864,0.24778,2.28364,3.87264,1.42561,0.02204,0,0.00089605,0.00089605,0.00089605
23,182.112,2.08763,3.69807,1.72858,0.01313,1.47817,0.80674,0.66052,0.74239,0.30418,0.70131,0.55216,0.56507,0.18838,2.44434,4.14703,1.4466,0.02405,0,0.0008911,0.0008911,0.0008911
24,189.888,2.08735,3.63095,1.71689,0.01303,1.48521,0.66807,0.69137,0.67611,0.28809,0.50838,0.51535,0.4381,0.16458,2.32871,4.46626,1.66999,0.0222,0,0.00088615,0.00088615,0.00088615
25,197.823,2.01987,3.58366,1.66462,0.01251,1.4269,0.73248,0.75155,0.7812,0.36018,0.64399,0.68746,0.65252,0.26343,2.20965,3.82944,1.39718,0.02143,0,0.0008812,0.0008812,0.0008812
26,205.639,2.07904,3.55408,1.63811,0.01276,1.37904,0.78536,0.78949,0.83514,0.37425,0.72468,0.67664,0.6977,0.27135,2.38437,3.81247,1.12774,0.02385,0,0.00087625,0.00087625,0.00087625
27,213.43,2.08785,3.59836,1.57427,0.01313,1.38469,0.83176,0.77753,0.82962,0.42971,0.74932,0.70586,0.70177,0.30136,2.01909,3.77799,1.25936,0.01902,0,0.0008713,0.0008713,0.0008713
28,221.207,2.09117,3.62328,1.58175,0.01299,1.26545,0.68239,0.72936,0.72131,0.30032,0.55295,0.60786,0.54965,0.19473,2.47424,4.12961,1.5152,0.02319,0,0.00086635,0.00086635,0.00086635
29,229,2.08218,3.58969,1.58306,0.01303,1.35729,0.7003,0.70644,0.75701,0.37497,0.69409,0.57553,0.61114,0.2181,2.09575,3.92076,1.37573,0.01964,0,0.0008614,0.0008614,0.0008614
30,236.9,2.03288,3.54919,1.58506,0.01264,1.48479,0.71504,0.73548,0.77832,0.41582,0.67417,0.61799,0.63085,0.28197,1.99928,3.63862,1.23938,0.01842,0,0.00085645,0.00085645,0.00085645
31,244.691,1.97951,3.5092,1.54008,0.01227,1.32046,0.75927,0.76283,0.80442,0.41134,0.69123,0.69477,0.6836,0.29259,2.09198,3.64638,1.28068,0.01878,0,0.0008515,0.0008515,0.0008515
32,252.51,2.00114,3.44802,1.45394,0.01222,1.32862,0.79444,0.79427,0.83709,0.45335,0.71529,0.70601,0.71979,0.31366,2.09746,3.5394,1.03557,0.02018,0,0.00084655,0.00084655,0.00084655
33,260.298,1.96604,3.39544,1.39237,0.01235,1.25904,0.84506,0.7343,0.81865,0.41581,0.74901,0.6376,0.68078,0.29837,2.14312,3.7671,1.18426,0.01965,0,0.0008416,0.0008416,0.0008416
34,268.2,2.05882,3.4401,1.45259,0.0129,1.29055,0.79499,0.73735,0.78835,0.42764,0.73134,0.64773,0.66125,0.28804,2.04265,3.66091,1.1665,0.01937,0,0.00083665,0.00083665,0.00083665
35,276.025,1.99113,3.42832,1.39022,0.01258,1.25698,0.84387,0.74815,0.82191,0.42512,0.7506,0.66281,0.6924,0.30587,2.18161,3.67614,1.11382,0.02088,0,0.0008317,0.0008317,0.0008317
36,283.807,2.05337,3.42171,1.46711,0.01274,1.26668,0.85673,0.7862,0.85362,0.43619,0.7519,0.69817,0.73329,0.32673,2.0295,3.52078,1.07458,0.01917,0,0.00082675,0.00082675,0.00082675
37,291.695,1.93826,3.40787,1.40472,0.0118,1.2112,0.82804,0.83213,0.86013,0.49203,0.71297,0.72656,0.68964,0.31133,1.93249,3.67573,0.91243,0.01804,0,0.0008218,0.0008218,0.0008218
38,299.519,1.96349,3.44953,1.44141,0.01217,1.25932,0.7856,0.80141,0.81219,0.4365,0.70294,0.68004,0.66117,0.27953,2.00406,3.72135,1.12529,0.01902,0,0.00081685,0.00081685,0.00081685
39,307.258,1.94548,3.43909,1.44377,0.01201,1.20844,0.86709,0.75498,0.84903,0.4597,0.79075,0.68026,0.73348,0.32447,2.07327,3.59959,0.98134,0.01931,0,0.0008119,0.0008119,0.0008119
40,315.039,1.97848,3.43977,1.40279,0.01214,1.21508,0.78811,0.7311,0.80911,0.45639,0.72799,0.65399,0.66723,0.29043,1.96614,3.84669,1.13846,0.0184,0,0.00080695,0.00080695,0.00080695
41,322.919,1.98977,3.48254,1.40833,0.01244,1.24573,0.8057,0.82595,0.84606,0.502,0.75864,0.778,0.77728,0.37196,1.74881,3.35161,0.95857,0.01607,0,0.000802,0.000802,0.000802
42,330.744,1.88925,3.30184,1.29451,0.01162,1.16639,0.86215,0.75719,0.84938,0.45066,0.82409,0.67556,0.72173,0.34162,2.1614,3.56595,0.92431,0.02048,0,0.00079705,0.00079705,0.00079705
43,338.52,1.97048,3.33911,1.38858,0.0122,1.21057,0.83816,0.71742,0.808,0.44136,0.77078,0.62794,0.6745,0.31029,2.01274,3.76414,1.20142,0.01908,0,0.0007921,0.0007921,0.0007921
44,346.31,1.94448,3.29771,1.3565,0.01171,1.17291,0.85674,0.7335,0.82041,0.3931,0.76523,0.66203,0.68677,0.28804,2.17345,3.7662,1.29386,0.02093,0,0.00078715,0.00078715,0.00078715
45,354.16,1.96128,3.3695,1.35772,0.01252,1.17324,0.85639,0.79081,0.8508,0.48424,0.78949,0.72275,0.74976,0.369,1.89169,3.38014,0.94451,0.01765,0,0.0007822,0.0007822,0.0007822
46,361.974,1.93139,3.30049,1.32932,0.01174,1.13731,0.81857,0.74923,0.8116,0.43762,0.7321,0.67208,0.69832,0.30824,2.02424,3.54613,1.12959,0.01903,0,0.00077725,0.00077725,0.00077725
47,369.772,1.93834,3.32,1.30086,0.01198,1.19406,0.87025,0.76056,0.83947,0.50571,0.83563,0.72032,0.75563,0.35604,1.8324,3.45008,0.93383,0.01712,0,0.0007723,0.0007723,0.0007723
48,377.542,1.92336,3.25549,1.26189,0.0119,1.16289,0.78163,0.82609,0.83161,0.48624,0.73109,0.77455,0.74866,0.36227,1.86175,3.36881,0.96412,0.01717,0,0.00076735,0.00076735,0.00076735
49,385.425,1.9126,3.28702,1.28695,0.0119,1.20939,0.83981,0.75104,0.8237,0.45287,0.75081,0.6744,0.69732,0.31048,1.95433,3.46023,1.04818,0.01812,0,0.0007624,0.0007624,0.0007624
50,393.208,1.90947,3.32623,1.33099,0.01183,1.14886,0.84153,0.78415,0.85039,0.47749,0.79038,0.73676,0.77327,0.33482,1.94076,3.50619,0.90384,0.0184,0,0.00075745,0.00075745,0.00075745
51,400.954,1.90861,3.29398,1.2587,0.01183,1.17633,0.90685,0.79917,0.86284,0.47086,0.82893,0.69648,0.72705,0.33627,2.00599,3.52957,1.02188,0.01899,0,0.0007525,0.0007525,0.0007525
52,408.733,1.89511,3.306,1.26636,0.0116,1.17507,0.75275,0.78163,0.80309,0.41449,0.71648,0.6519,0.65926,0.27218,2.1876,3.86875,1.15322,0.02007,0,0.00074755,0.00074755,0.00074755
53,416.603,1.88824,3.19811,1.2094,0.0114,1.0539,0.87691,0.83837,0.88376,0.48887,0.81396,0.81287,0.79964,0.32707,1.95146,3.61334,0.89014,0.01832,0,0.0007426,0.0007426,0.0007426
54,424.343,1.89061,3.18619,1.24341,0.01166,1.11989,0.78192,0.78552,0.82675,0.45896,0.75998,0.69837,0.69886,0.31885,1.91389,3.45791,1.07691,0.01821,0,0.00073765,0.00073765,0.00073765
55,432.065,1.84269,3.1068,1.18653,0.01169,1.07384,0.84129,0.82784,0.86656,0.50164,0.79576,0.74927,0.74508,0.36168,1.99239,3.43528,0.95731,0.01842,0,0.0007327,0.0007327,0.0007327
56,439.841,1.87247,3.19359,1.18031,0.01145,1.07832,0.86633,0.81269,0.85173,0.4984,0.78178,0.73786,0.71683,0.36397,1.90591,3.35452,0.91664,0.01739,0,0.00072775,0.00072775,0.00072775
57,447.695,1.84107,3.19387,1.21283,0.01147,1.09067,0.8808,0.78068,0.84467,0.45982,0.76107,0.76283,0.71841,0.3333,2.05466,3.46264,0.99502,0.01893,0,0.0007228,0.0007228,0.0007228
58,455.467,1.9043,3.27199,1.30622,0.01187,1.15242,0.84282,0.81677,0.8475,0.44914,0.7122,0.73678,0.71328,0.31205,2.11283,3.68549,1.02064,0.02014,0,0.00071785,0.00071785,0.00071785
59,463.25,1.85474,3.12072,1.17927,0.01151,1.07145,0.89157,0.77188,0.84368,0.49114,0.84596,0.73786,0.77407,0.39557,1.91614,3.19049,0.99931,0.01856,0,0.0007129,0.0007129,0.0007129
60,471.037,1.82668,3.10274,1.18371,0.01141,1.09634,0.88589,0.84357,0.88908,0.48806,0.82757,0.77067,0.7677,0.35626,1.98389,3.34702,0.89429,0.01874,0,0.00070795,0.00070795,0.00070795
61,478.897,1.84474,3.08982,1.15767,0.01119,1.06116,0.88835,0.86159,0.9005,0.54365,0.83175,0.7951,0.79237,0.40162,1.79946,3.2655,0.80695,0.01679,0,0.000703,0.000703,0.000703
62,486.707,1.81391,3.0974,1.18062,0.01105,1.14396,0.85593,0.80289,0.84834,0.45966,0.77409,0.71177,0.70947,0.33512,2.08378,3.53091,1.1002,0.01945,0,0.00069805,0.00069805,0.00069805
63,494.483,1.8328,3.07363,1.14499,0.01157,1.06018,0.86309,0.84586,0.84906,0.48382,0.79074,0.78072,0.75235,0.36516,1.87402,3.23286,0.95915,0.0171,0,0.0006931,0.0006931,0.0006931
64,502.265,1.8265,3.09036,1.15876,0.01116,1.03571,0.89616,0.83926,0.89216,0.51918,0.79618,0.74507,0.74365,0.36366,1.86254,3.50624,0.8233,0.0171,0,0.00068815,0.00068815,0.00068815
65,510.138,1.79158,3.11693,1.15147,0.01094,1.05775,0.84026,0.84002,0.86959,0.48969,0.75866,0.76403,0.73544,0.33961,1.9749,3.4565,0.9218,0.01832,0,0.0006832,0.0006832,0.0006832
66,517.922,1.85793,3.17351,1.21562,0.01158,1.09029,0.8862,0.80687,0.86508,0.4766,0.82133,0.74905,0.74576,0.35669,1.96293,3.35674,0.84975,0.01818,0,0.00067825,0.00067825,0.00067825
67,525.704,1.81735,3.05931,1.14905,0.01079,1.0565,0.86332,0.9024,0.90305,0.55685,0.79048,0.82189,0.80146,0.39604,1.75852,3.2833,0.70154,0.01633,0,0.0006733,0.0006733,0.0006733
68,533.475,1.82228,3.07153,1.18443,0.01084,1.08428,0.88008,0.83886,0.8665,0.50321,0.80731,0.75536,0.73847,0.35782,1.96105,3.49026,0.84651,0.01827,0,0.00066835,0.00066835,0.00066835
69,541.323,1.83308,3.03151,1.1603,0.01099,1.0374,0.83165,0.87187,0.88995,0.49237,0.81771,0.76971,0.78361,0.37758,1.91128,3.32669,0.83835,0.01787,0,0.0006634,0.0006634,0.0006634
70,549.106,1.79034,3.1026,1.142,0.01087,1.07853,0.90054,0.79031,0.87047,0.52279,0.83317,0.77536,0.78488,0.38644,1.83622,3.32562,0.86911,0.0168,0,0.00065845,0.00065845,0.00065845
71,556.919,1.78721,3.03012,1.11183,0.01084,1.04315,0.8922,0.82452,0.87591,0.5152,0.8441,0.75661,0.76366,0.36512,1.85867,3.44087,0.82819,0.01681,0,0.0006535,0.0006535,0.0006535
72,564.698,1.81608,3.0113,1.11151,0.01091,1.03908,0.85749,0.85131,0.896,0.5351,0.82519,0.74661,0.7733,0.38558,1.85187,3.2594,0.74084,0.01736,0,0.00064855,0.00064855,0.00064855
73,572.58,1.79406,3.01379,1.07847,0.01112,0.95572,0.8366,0.81045,0.83685,0.47335,0.7989,0.72994,0.725,0.34871,2.00058,3.34958,0.92024,0.01909,0,0.0006436,0.0006436,0.0006436
74,580.384,1.82136,3.02926,1.11633,0.01103,1.00682,0.85487,0.83086,0.86481,0.52732,0.84689,0.69506,0.75111,0.36975,1.83092,3.29029,0.83156,0.01689,0,0.00063865,0.00063865,0.00063865
75,588.128,1.77633,3.02991,1.11879,0.01054,1.02618,0.89413,0.84926,0.8907,0.5478,0.84605,0.77232,0.78572,0.40848,1.78574,3.12427,0.7389,0.01638,0,0.0006337,0.0006337,0.0006337
76,595.896,1.75746,3.03148,1.06467,0.01048,0.96947,0.86321,0.87127,0.89985,0.54096,0.80496,0.78403,0.76456,0.37114,1.88111,3.3417,0.74824,0.01749,0,0.00062875,0.00062875,0.00062875
77,603.778,1.7715,3.01495,1.06891,0.01086,0.96707,0.87829,0.8193,0.87058,0.52783,0.79521,0.7413,0.75141,0.38373,1.8808,3.26664,0.86221,0.01717,0,0.0006238,0.0006238,0.0006238
78,611.554,1.77944,2.9937,1.10956,0.01098,1.02845,0.88695,0.84774,0.8706,0.50414,0.80849,0.75495,0.74476,0.36515,1.93732,3.28064,0.84049,0.0182,0,0.00061885,0.00061885,0.00061885
79,619.334,1.78239,3.01135,1.09279,0.0108,0.99588,0.87188,0.86383,0.88784,0.53499,0.81801,0.78192,0.77537,0.37043,1.82927,3.31668,0.76667,0.01666,0,0.0006139,0.0006139,0.0006139
80,627.12,1.76333,2.95732,1.0399,0.01071,0.96915,0.88444,0.84346,0.88627,0.54223,0.84012,0.79917,0.79454,0.40062,1.7479,3.11297,0.78997,0.01604,0,0.00060895,0.00060895,0.00060895
81,635.001,1.76314,3.01227,1.11354,0.01085,0.99171,0.86626,0.85202,0.8754,0.50662,0.82301,0.73222,0.72997,0.3657,1.95145,3.2878,0.85674,0.01804,0,0.000604,0.000604,0.000604
82,642.786,1.76616,2.96121,1.10015,0.01087,0.99255,0.88043,0.88779,0.90297,0.53222,0.86612,0.7742,0.78362,0.39026,1.80159,3.26218,0.71118,0.01675,0,0.00059905,0.00059905,0.00059905
83,650.58,1.72605,2.91831,1.04456,0.01049,0.9677,0.86321,0.88697,0.89827,0.55838,0.80816,0.83169,0.81272,0.42816,1.6881,3.00888,0.6982,0.01537,0,0.0005941,0.0005941,0.0005941
84,658.401,1.70187,2.86859,0.99482,0.01033,0.91774,0.88194,0.84113,0.87803,0.50643,0.81426,0.7776,0.76178,0.36829,1.92458,3.31819,0.8149,0.01785,0,0.00058915,0.00058915,0.00058915
85,666.303,1.73991,3.00711,1.06832,0.0108,1.00811,0.87399,0.88917,0.89695,0.53971,0.82121,0.83219,0.7983,0.42083,1.74269,3.08142,0.78442,0.01596,0,0.0005842,0.0005842,0.0005842
86,674.078,1.68788,2.90121,1.04086,0.01014,0.98536,0.86957,0.87291,0.89561,0.52273,0.87256,0.78553,0.78706,0.3582,1.83479,3.35739,0.76137,0.01723,0,0.00057925,0.00057925,0.00057925
87,681.862,1.68323,2.94735,1.07235,0.01,0.95755,0.88831,0.86942,0.88761,0.53972,0.83784,0.82226,0.78863,0.42536,1.75858,3.09727,0.75103,0.016,0,0.0005743,0.0005743,0.0005743
88,689.651,1.72072,2.89933,1.00483,0.01032,0.94515,0.88748,0.82219,0.85984,0.51165,0.84561,0.74807,0.76218,0.40038,1.84816,3.14952,0.88166,0.01703,0,0.00056935,0.00056935,0.00056935
89,697.531,1.70177,2.92269,1.06495,0.01019,0.98694,0.87666,0.86931,0.90214,0.52396,0.86952,0.77872,0.79019,0.38796,1.82096,3.24196,0.73541,0.01634,0,0.0005644,0.0005644,0.0005644
90,705.349,1.72467,2.9556,1.05622,0.01027,0.98955,0.87101,0.79851,0.86017,0.51705,0.84693,0.74778,0.7611,0.38768,1.792,3.24404,0.89045,0.01649,0,0.00055945,0.00055945,0.00055945
91,713.126,1.73285,2.93635,1.06262,0.01038,0.95129,0.86133,0.83708,0.87082,0.54622,0.81424,0.76293,0.78163,0.40237,1.72768,3.08665,0.85142,0.01579,0,0.0005545,0.0005545,0.0005545
92,720.915,1.74305,2.92373,1.07409,0.01059,0.93853,0.88755,0.8233,0.88608,0.55534,0.8301,0.78552,0.79205,0.41568,1.69764,3.024,0.78885,0.01564,0,0.00054955,0.00054955,0.00054955
93,728.751,1.73291,2.91191,1.01581,0.01061,0.96689,0.91339,0.86185,0.91492,0.57417,0.87272,0.81039,0.82365,0.4275,1.66744,2.9463,0.69714,0.01538,0,0.0005446,0.0005446,0.0005446
94,736.621,1.72729,2.86125,1.06271,0.0107,0.97583,0.87109,0.78432,0.85049,0.52206,0.8186,0.73335,0.74624,0.37059,1.77874,3.26863,0.89221,0.01645,0,0.00053965,0.00053965,0.00053965
95,744.498,1.66768,2.89702,1.04074,0.01036,0.96275,0.85423,0.84254,0.85707,0.52514,0.78189,0.75827,0.73887,0.39457,1.76804,3.20487,0.94283,0.01629,0,0.0005347,0.0005347,0.0005347
96,752.646,1.68793,2.86719,1.03072,0.01011,0.93003,0.898,0.89108,0.91558,0.59256,0.88705,0.83126,0.85103,0.45893,1.59318,2.90901,0.66722,0.01455,0,0.00052975,0.00052975,0.00052975
97,760.695,1.68613,2.87262,1.00119,0.01036,0.95081,0.88754,0.85699,0.86213,0.49781,0.83895,0.75061,0.74415,0.37521,1.89261,3.2834,0.83102,0.01722,0,0.0005248,0.0005248,0.0005248
98,768.657,1.7122,2.86927,0.98053,0.01037,0.92699,0.80743,0.84675,0.83195,0.48983,0.7945,0.69693,0.68989,0.35126,1.88925,3.56341,0.96387,0.01747,0,0.00051985,0.00051985,0.00051985
99,776.629,1.71601,2.90761,0.99882,0.01041,0.94505,0.86903,0.85321,0.87697,0.52436,0.80765,0.77192,0.73748,0.37449,1.79684,3.31488,0.84483,0.01645,0,0.0005149,0.0005149,0.0005149
100,784.531,1.70882,2.84488,1.02744,0.01016,0.97737,0.91544,0.8719,0.92402,0.58612,0.87675,0.82982,0.84454,0.43943,1.66309,2.94058,0.65441,0.01507,0,0.00050995,0.00050995,0.00050995
101,792.651,1.62995,2.81194,0.96877,0.00994,0.88729,0.82596,0.86905,0.87665,0.55555,0.80335,0.78259,0.78822,0.41763,1.61836,2.95139,0.80656,0.01484,0,0.000505,0.000505,0.000505
102,800.578,1.66904,2.7781,0.98255,0.00989,0.88747,0.89203,0.88992,0.9213,0.56669,0.8821,0.81132,0.81122,0.41928,1.68682,3.07251,0.7172,0.01573,0,0.00050005,0.00050005,0.00050005
103,808.491,1.68972,2.84963,1.00517,0.01015,0.91501,0.9345,0.85231,0.91435,0.5563,0.90967,0.78076,0.82089,0.42012,1.74564,3.01427,0.69852,0.01613,0,0.0004951,0.0004951,0.0004951
104,816.366,1.68081,2.82243,0.98389,0.01027,0.91451,0.93208,0.85587,0.91383,0.56535,0.90753,0.80714,0.82537,0.43218,1.69365,3.00059,0.68567,0.01546,0,0.00049015,0.00049015,0.00049015
105,824.53,1.69353,2.8215,0.92014,0.01015,0.84779,0.81805,0.88151,0.87629,0.53273,0.79775,0.80453,0.78454,0.39587,1.70591,3.10975,0.84786,0.01546,0,0.0004852,0.0004852,0.0004852
106,832.553,1.66313,2.84237,0.97466,0.01001,0.94763,0.90533,0.86155,0.91039,0.55672,0.85241,0.80597,0.8047,0.42317,1.69095,3.07143,0.65333,0.01542,0,0.00048025,0.00048025,0.00048025
107,840.529,1.65987,2.79409,0.95932,0.01017,0.8656,0.90202,0.89177,0.90439,0.514,0.80565,0.78896,0.75838,0.3728,1.89901,3.49958,0.68463,0.01761,0,0.0004753,0.0004753,0.0004753
108,848.502,1.6071,2.72516,0.91944,0.00941,0.89127,0.89106,0.88847,0.90097,0.57667,0.84912,0.80547,0.79544,0.44034,1.65244,3.00037,0.71747,0.01514,0,0.00047035,0.00047035,0.00047035
109,856.702,1.62893,2.76554,0.95511,0.00978,0.93895,0.87036,0.9205,0.91851,0.53874,0.84499,0.81053,0.8196,0.39809,1.85307,3.28132,0.66697,0.01663,0,0.0004654,0.0004654,0.0004654
110,864.669,1.66255,2.77815,0.96474,0.01008,0.94143,0.86722,0.84822,0.8886,0.5433,0.80696,0.79358,0.78699,0.41941,1.77959,3.23046,0.73499,0.01653,0,0.00046045,0.00046045,0.00046045
111,872.535,1.69303,2.87727,1.02538,0.01047,0.96427,0.88078,0.87515,0.91157,0.55616,0.8597,0.81247,0.81522,0.40701,1.75884,3.27272,0.71004,0.01596,0,0.0004555,0.0004555,0.0004555
112,880.57,1.62249,2.74777,0.89759,0.00976,0.887,0.90916,0.8628,0.89545,0.55627,0.8645,0.82104,0.82008,0.43464,1.71314,3.02077,0.64887,0.01576,0,0.00045055,0.00045055,0.00045055
113,888.627,1.65575,2.78117,0.93384,0.00984,0.86472,0.88295,0.87179,0.89405,0.57383,0.83899,0.82306,0.7961,0.42948,1.68541,3.11694,0.64213,0.01515,0,0.0004456,0.0004456,0.0004456
114,896.58,1.64674,2.76778,0.94216,0.0098,0.91751,0.87515,0.85329,0.90211,0.5821,0.83554,0.81161,0.8135,0.43409,1.57428,2.95937,0.65615,0.01416,0,0.00044065,0.00044065,0.00044065
115,904.614,1.65677,2.78318,0.96619,0.01015,0.89057,0.87206,0.88765,0.90293,0.57351,0.84189,0.83544,0.80538,0.4253,1.65044,3.09539,0.68404,0.01505,0,0.0004357,0.0004357,0.0004357
116,912.632,1.67577,2.82334,0.96463,0.01023,0.90644,0.90474,0.86839,0.914,0.59285,0.85655,0.82301,0.81916,0.44885,1.61055,3.00728,0.61932,0.01436,0,0.00043075,0.00043075,0.00043075
117,920.653,1.65405,2.83013,0.96919,0.00998,0.91021,0.9003,0.88789,0.9088,0.58022,0.857,0.84479,0.83928,0.44024,1.68657,2.97055,0.6816,0.01534,0,0.0004258,0.0004258,0.0004258
118,928.438,1.60437,2.72601,0.91181,0.00967,0.82587,0.90683,0.87744,0.9191,0.57491,0.85329,0.82638,0.83874,0.43223,1.67028,3.04821,0.61472,0.01517,0,0.00042085,0.00042085,0.00042085
119,936.435,1.62763,2.75176,0.94461,0.00959,0.86921,0.90836,0.91938,0.91116,0.57756,0.85657,0.8491,0.82685,0.45109,1.65816,3.05505,0.60235,0.01526,0,0.0004159,0.0004159,0.0004159
120,944.356,1.60638,2.69688,0.89664,0.00975,0.85221,0.90613,0.91991,0.92363,0.61493,0.86147,0.87462,0.85211,0.47532,1.54474,2.86423,0.55569,0.0139,0,0.00041095,0.00041095,0.00041095
121,952.441,1.64672,2.76958,0.96776,0.00984,0.8688,0.90137,0.89448,0.92341,0.56599,0.83748,0.82413,0.82235,0.44543,1.7247,2.96176,0.63818,0.01575,0,0.000406,0.000406,0.000406
122,960.556,1.58907,2.68104,0.92327,0.00947,0.86325,0.92331,0.86677,0.9272,0.58616,0.87494,0.82995,0.84739,0.4534,1.61899,2.93107,0.60458,0.01465,0,0.00040105,0.00040105,0.00040105
123,968.248,1.63123,2.7697,0.94726,0.00956,0.86672,0.91532,0.89777,0.92693,0.57712,0.87066,0.85247,0.84993,0.44373,1.66016,2.99065,0.59683,0.01518,0,0.0003961,0.0003961,0.0003961
