epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
124,976.267,1.61117,2.73472,0.92168,0.00952,0.80856,0.92676,0.8888,0.91799,0.59391,0.88648,0.85184,0.8546,0.46396,1.62419,2.82709,0.58255,0.01481,0,0.00039115,0.00039115,0.00039115
125,984.307,1.59068,2.75854,0.95611,0.00944,0.84547,0.90477,0.899,0.9301,0.59628,0.86392,0.85931,0.86047,0.46158,1.57098,2.85711,0.58402,0.01419,0,0.0003862,0.0003862,0.0003862
126,992.19,1.59353,2.65863,0.85174,0.00943,0.80846,0.89871,0.92853,0.91412,0.58479,0.85304,0.87761,0.8364,0.46035,1.56792,2.8651,0.60876,0.0141,0,0.00038125,0.00038125,0.00038125
127,1000.19,1.62515,2.71412,0.9161,0.00973,0.87347,0.88811,0.90132,0.91253,0.5823,0.87894,0.83094,0.83484,0.4644,1.65225,2.81681,0.64278,0.01532,0,0.0003763,0.0003763,0.0003763
128,1008.19,1.58119,2.69374,0.94038,0.00961,0.83351,0.87465,0.92796,0.9263,0.58119,0.84474,0.80369,0.80647,0.43885,1.668,3.05452,0.63877,0.01514,0,0.00037135,0.00037135,0.00037135
129,1016.22,1.57059,2.72109,0.91535,0.00954,0.85555,0.91061,0.90926,0.92421,0.57718,0.84769,0.84114,0.83034,0.45053,1.69216,2.87239,0.5914,0.01527,0,0.0003664,0.0003664,0.0003664
130,1024.36,1.57465,2.66554,0.90385,0.00922,0.83578,0.90675,0.85253,0.90953,0.57474,0.87579,0.79917,0.82821,0.44195,1.6851,2.98898,0.65454,0.01521,0,0.00036145,0.00036145,0.00036145
131,1032.34,1.58825,2.7316,0.94723,0.00956,0.88707,0.92638,0.85587,0.90744,0.59115,0.89526,0.82866,0.82981,0.46298,1.56612,2.85568,0.6517,0.01426,0,0.0003565,0.0003565,0.0003565
132,1040.39,1.53196,2.6039,0.88008,0.00916,0.8331,0.90311,0.91037,0.92785,0.61454,0.93989,0.81697,0.86321,0.46665,1.57181,2.94649,0.55656,0.01412,0,0.00035155,0.00035155,0.00035155
133,1048.32,1.55669,2.6605,0.9104,0.00926,0.86553,0.89741,0.90437,0.91688,0.57924,0.84502,0.82978,0.81134,0.43301,1.668,3.04497,0.60441,0.01505,0,0.0003466,0.0003466,0.0003466
134,1056.44,1.52631,2.63186,0.85246,0.00911,0.80775,0.88098,0.88532,0.90071,0.5805,0.8515,0.84546,0.83833,0.44567,1.66,2.96505,0.6706,0.0151,0,0.00034165,0.00034165,0.00034165
135,1064.44,1.54387,2.63014,0.86502,0.00919,0.7972,0.91168,0.91323,0.92059,0.60067,0.87509,0.87325,0.85602,0.47166,1.56844,2.79556,0.5798,0.01412,0,0.0003367,0.0003367,0.0003367
136,1072.39,1.56103,2.64949,0.90133,0.00921,0.82963,0.91748,0.90501,0.93297,0.60055,0.88213,0.86852,0.86378,0.46768,1.62499,2.88827,0.62077,0.01482,0,0.00033175,0.00033175,0.00033175
137,1080.43,1.54797,2.67521,0.89222,0.00929,0.83631,0.91141,0.89477,0.92534,0.60875,0.89838,0.85094,0.86503,0.48094,1.60137,2.85178,0.56407,0.01448,0,0.0003268,0.0003268,0.0003268
138,1088.56,1.57283,2.67364,0.89975,0.00961,0.84612,0.87483,0.88949,0.92329,0.58789,0.88283,0.82056,0.85388,0.4532,1.69569,3.01354,0.68898,0.01559,0,0.00032185,0.00032185,0.00032185
139,1096.29,1.57251,2.69287,0.93422,0.00912,0.89008,0.89164,0.89432,0.92468,0.58685,0.89271,0.81896,0.85231,0.45755,1.61606,2.90856,0.62216,0.01446,0,0.0003169,0.0003169,0.0003169
140,1104.29,1.54813,2.62723,0.8787,0.00943,0.80333,0.89592,0.87175,0.90719,0.58938,0.86331,0.83295,0.83396,0.45079,1.58357,2.88219,0.64324,0.01429,0,0.00031195,0.00031195,0.00031195
141,1112.4,1.52354,2.60186,0.83083,0.00898,0.76682,0.87624,0.90881,0.92895,0.61436,0.86594,0.85479,0.8631,0.48577,1.5847,2.8087,0.57898,0.0143,0,0.000307,0.000307,0.000307
142,1120.31,1.53741,2.63178,0.84116,0.00947,0.8228,0.92286,0.87856,0.92399,0.57137,0.86499,0.86063,0.8477,0.4526,1.70751,2.92281,0.63639,0.01579,0,0.00030205,0.00030205,0.00030205
143,1128.27,1.52656,2.63396,0.86267,0.00925,0.83597,0.90855,0.87252,0.90627,0.58589,0.87764,0.83057,0.83699,0.46626,1.56967,2.81506,0.64203,0.01415,0,0.0002971,0.0002971,0.0002971
144,1136.08,1.52836,2.59721,0.85519,0.00893,0.80451,0.91688,0.91261,0.92907,0.59474,0.87397,0.86611,0.85064,0.47632,1.60745,2.80118,0.60872,0.01437,0,0.00029215,0.00029215,0.00029215
145,1144.09,1.53166,2.61001,0.87773,0.00905,0.79322,0.92304,0.89508,0.92498,0.6233,0.889,0.86227,0.86143,0.49498,1.50422,2.7835,0.59251,0.0135,0,0.0002872,0.0002872,0.0002872
146,1152.26,1.50499,2.62953,0.84498,0.00902,0.79931,0.91664,0.91698,0.92792,0.58224,0.86678,0.86915,0.85843,0.45207,1.6311,2.93743,0.62396,0.01491,0,0.00028225,0.00028225,0.00028225
147,1160.11,1.56127,2.67094,0.87816,0.0093,0.82657,0.90224,0.91506,0.9215,0.60349,0.87349,0.8389,0.83928,0.47183,1.60904,2.8685,0.61758,0.01457,0,0.0002773,0.0002773,0.0002773
148,1168.17,1.517,2.56388,0.83334,0.00898,0.76323,0.91232,0.8956,0.91358,0.58432,0.86471,0.84882,0.84011,0.44394,1.6434,3.05048,0.65892,0.01483,0,0.00027235,0.00027235,0.00027235
149,1176.22,1.49834,2.5935,0.85095,0.00864,0.75977,0.91193,0.92255,0.93415,0.60452,0.87075,0.87016,0.86247,0.47307,1.61406,2.8857,0.56944,0.01459,0,0.0002674,0.0002674,0.0002674
150,1184.46,1.55841,2.65983,0.90442,0.00938,0.80855,0.91205,0.9109,0.9307,0.6182,0.85409,0.85274,0.84084,0.48399,1.55499,2.84741,0.57234,0.01403,0,0.00026245,0.00026245,0.00026245
151,1192.52,1.50893,2.58797,0.82083,0.00875,0.76164,0.92131,0.91149,0.93432,0.62774,0.90014,0.85254,0.86931,0.4909,1.51505,2.83771,0.5376,0.01356,0,0.0002575,0.0002575,0.0002575
152,1200.57,1.49361,2.54695,0.82657,0.00894,0.77629,0.90506,0.90689,0.92448,0.60128,0.85945,0.86167,0.85545,0.47982,1.53443,2.86115,0.59774,0.01397,0,0.00025255,0.00025255,0.00025255
153,1208.67,1.52866,2.57592,0.8504,0.0091,0.79363,0.89398,0.90187,0.9028,0.60009,0.86231,0.86746,0.83775,0.4689,1.54354,2.8418,0.61077,0.01396,0,0.0002476,0.0002476,0.0002476
154,1216.74,1.47823,2.5472,0.81518,0.0086,0.76737,0.92742,0.90938,0.92978,0.61609,0.88444,0.86798,0.86364,0.48117,1.52013,2.84028,0.5496,0.01364,0,0.00024265,0.00024265,0.00024265
155,1224.75,1.52456,2.61758,0.82983,0.00928,0.77894,0.92839,0.8916,0.91737,0.6108,0.90159,0.86405,0.86419,0.48677,1.48904,2.73672,0.56152,0.01338,0,0.0002377,0.0002377,0.0002377
156,1232.82,1.53048,2.61678,0.85152,0.00961,0.78717,0.9136,0.90514,0.92422,0.62146,0.89367,0.85379,0.85547,0.49788,1.50421,2.69301,0.54556,0.01355,0,0.00023275,0.00023275,0.00023275
157,1240.95,1.51291,2.58542,0.86233,0.00866,0.81913,0.88469,0.8959,0.91629,0.61449,0.91237,0.82644,0.84858,0.48277,1.48919,2.74263,0.61528,0.01323,0,0.0002278,0.0002278,0.0002278
158,1249.01,1.48941,2.54549,0.82008,0.00872,0.75494,0.92545,0.90879,0.93051,0.60703,0.87248,0.85296,0.85382,0.48337,1.59269,2.79593,0.53635,0.01444,0,0.00022285,0.00022285,0.00022285
159,1257.09,1.54144,2.60579,0.83614,0.009,0.77936,0.88937,0.91356,0.92669,0.61808,0.83652,0.85979,0.85274,0.48176,1.49058,2.8129,0.58017,0.01337,0,0.0002179,0.0002179,0.0002179
160,1265.15,1.52228,2.57716,0.84053,0.00907,0.77631,0.88792,0.90693,0.92106,0.59988,0.89946,0.83293,0.85599,0.46796,1.56692,2.83129,0.58801,0.01406,0,0.00021295,0.00021295,0.00021295
161,1273.23,1.52537,2.61779,0.87541,0.00933,0.76878,0.90259,0.91083,0.91956,0.59945,0.89728,0.86043,0.8569,0.4719,1.5288,2.84262,0.58889,0.01372,0,0.000208,0.000208,0.000208
162,1281.36,1.47312,2.5378,0.82101,0.00873,0.74652,0.90261,0.91532,0.92985,0.61955,0.89919,0.84114,0.86733,0.48438,1.52808,2.84044,0.54096,0.01365,0,0.00020305,0.00020305,0.00020305
163,1289.42,1.51457,2.58798,0.85635,0.0093,0.80115,0.93775,0.90012,0.93194,0.62228,0.89782,0.85975,0.86107,0.4863,1.52488,2.80877,0.53338,0.0137,0,0.0001981,0.0001981,0.0001981
164,1297.51,1.48792,2.55489,0.7911,0.00883,0.73838,0.92566,0.90498,0.93984,0.62401,0.89425,0.85022,0.864,0.49511,1.51467,2.76526,0.5596,0.01363,0,0.00019315,0.00019315,0.00019315
165,1305.58,1.49192,2.59333,0.80451,0.00885,0.74951,0.91291,0.90762,0.92976,0.61112,0.87753,0.86915,0.86104,0.48308,1.52529,2.77819,0.55163,0.01366,0,0.0001882,0.0001882,0.0001882
166,1313.76,1.46296,2.56381,0.81318,0.00856,0.76611,0.94439,0.91803,0.93507,0.60962,0.90083,0.87613,0.87171,0.48473,1.53575,2.85118,0.56275,0.01381,0,0.00018325,0.00018325,0.00018325
167,1321.85,1.48412,2.55504,0.84268,0.00909,0.76729,0.92887,0.91046,0.93822,0.61695,0.88915,0.87018,0.86292,0.49198,1.52265,2.71921,0.5335,0.01378,0,0.0001783,0.0001783,0.0001783
168,1329.94,1.47344,2.51368,0.8081,0.00874,0.75953,0.93396,0.91167,0.93971,0.62014,0.90293,0.86951,0.87225,0.49153,1.52334,2.8112,0.51215,0.01362,0,0.00017335,0.00017335,0.00017335
169,1338.15,1.45201,2.54504,0.8036,0.0087,0.74869,0.91163,0.90757,0.93747,0.62265,0.87851,0.8758,0.86349,0.48322,1.54989,2.82237,0.55149,0.01369,0,0.0001684,0.0001684,0.0001684
170,1346.23,1.46523,2.49419,0.77721,0.00873,0.74575,0.93913,0.9024,0.93964,0.62183,0.89444,0.85703,0.85826,0.48462,1.58853,2.80276,0.54725,0.01411,0,0.00016345,0.00016345,0.00016345
171,1354.31,1.4362,2.50611,0.81262,0.00846,0.74415,0.91605,0.927,0.93967,0.63045,0.87737,0.90062,0.87341,0.5,1.50198,2.72845,0.531,0.01329,0,0.0001585,0.0001585,0.0001585
172,1362.4,1.45143,2.54706,0.83537,0.0085,0.78111,0.93874,0.90726,0.93848,0.64169,0.92275,0.84682,0.86578,0.50698,1.49252,2.77657,0.50756,0.01337,0,0.00015355,0.00015355,0.00015355
173,1370.64,1.44428,2.46882,0.77967,0.00835,0.7293,0.92336,0.9241,0.93501,0.63868,0.88577,0.88409,0.87401,0.49994,1.4656,2.84565,0.5366,0.01305,0,0.0001486,0.0001486,0.0001486
174,1378.72,1.48565,2.52679,0.79779,0.00876,0.75708,0.9121,0.9094,0.93066,0.63125,0.8757,0.86839,0.8632,0.49237,1.4875,2.85166,0.55041,0.01328,0,0.00014365,0.00014365,0.00014365
175,1386.76,1.48718,2.54837,0.83588,0.00879,0.76358,0.89699,0.92206,0.93471,0.62166,0.8502,0.87345,0.86526,0.47462,1.57416,2.8927,0.55976,0.01407,0,0.0001387,0.0001387,0.0001387
176,1394.77,1.44949,2.50398,0.77094,0.00844,0.75173,0.93835,0.92344,0.94641,0.6406,0.89941,0.88502,0.87606,0.5033,1.51164,2.78181,0.51412,0.0135,0,0.00013375,0.00013375,0.00013375
177,1402.9,1.41851,2.45297,0.75532,0.00835,0.70584,0.9134,0.92492,0.93394,0.64191,0.89452,0.87385,0.86629,0.5059,1.45863,2.76242,0.55991,0.013,0,0.0001288,0.0001288,0.0001288
178,1410.96,1.45416,2.51396,0.77143,0.00871,0.72357,0.90162,0.93428,0.93138,0.62996,0.85844,0.88879,0.8683,0.49832,1.48938,2.72597,0.54074,0.01327,0,0.00012385,0.00012385,0.00012385
179,1419.01,1.47305,2.53971,0.80952,0.00876,0.78628,0.93072,0.93728,0.93521,0.62739,0.88928,0.89531,0.87437,0.50526,1.48407,2.70864,0.50883,0.01323,0,0.0001189,0.0001189,0.0001189
180,1427.04,1.43655,2.44004,0.77412,0.00849,0.75623,0.91938,0.92511,0.93465,0.63029,0.8763,0.89451,0.87882,0.49713,1.47692,2.73045,0.53553,0.01317,0,0.00011395,0.00011395,0.00011395
181,1435.19,1.45008,2.46581,0.75334,0.00868,0.71134,0.9198,0.92737,0.93485,0.62613,0.88833,0.8854,0.87,0.50444,1.48031,2.74336,0.52814,0.01317,0,0.000109,0.000109,0.000109
182,1443.27,1.40864,2.45274,0.74929,0.0083,0.68476,0.91682,0.91511,0.9322,0.62827,0.92452,0.85346,0.87635,0.5032,1.47141,2.74933,0.54814,0.01317,0,0.00010405,0.00010405,0.00010405
183,1451.33,1.44197,2.48905,0.78109,0.00855,0.74958,0.92039,0.92358,0.93197,0.63207,0.87362,0.882,0.87351,0.49497,1.48736,2.77618,0.53979,0.01335,0,9.91e-05,9.91e-05,9.91e-05
184,1459.37,1.4404,2.42948,0.7684,0.00847,0.74974,0.93216,0.92945,0.9367,0.63822,0.91987,0.8689,0.8726,0.49724,1.46991,2.74768,0.50973,0.013,0,9.415e-05,9.415e-05,9.415e-05
185,1467.54,1.41546,2.44365,0.78361,0.00832,0.7494,0.93032,0.92581,0.93992,0.64232,0.89246,0.89293,0.88351,0.51225,1.48081,2.72458,0.50812,0.01312,0,8.92e-05,8.92e-05,8.92e-05
186,1475.59,1.43229,2.47272,0.79445,0.00845,0.73859,0.92412,0.92504,0.9371,0.63623,0.88808,0.88836,0.88189,0.50693,1.46244,2.74993,0.55476,0.013,0,8.425e-05,8.425e-05,8.425e-05
187,1483.66,1.45815,2.49222,0.78692,0.0087,0.74872,0.91561,0.91489,0.93184,0.63406,0.89642,0.87111,0.87425,0.50034,1.47707,2.78248,0.52857,0.01307,0,7.93e-05,7.93e-05,7.93e-05
188,1491.79,1.47674,2.51673,0.80286,0.00873,0.74018,0.90925,0.92664,0.93164,0.63098,0.86149,0.88959,0.86431,0.49794,1.46147,2.76558,0.53343,0.01299,0,7.435e-05,7.435e-05,7.435e-05
189,1499.95,1.45632,2.4905,0.79418,0.00849,0.72686,0.92179,0.93141,0.93852,0.63232,0.88352,0.89776,0.87633,0.50533,1.47238,2.73541,0.53528,0.01315,0,6.94e-05,6.94e-05,6.94e-05
190,1507.83,1.43382,2.41441,0.787,0.00844,0.73321,0.91062,0.92627,0.9314,0.62861,0.86696,0.88,0.86373,0.49413,1.48177,2.79095,0.5469,0.0132,0,6.445e-05,6.445e-05,6.445e-05
191,1516.46,1.42784,2.55845,0.55057,0.01099,0.49646,0.9025,0.92591,0.92817,0.61626,0.89864,0.85472,0.85573,0.48533,1.53973,2.85644,0.53797,0.01376,0,5.95e-05,5.95e-05,5.95e-05
192,1524.4,1.40512,2.44764,0.54478,0.01059,0.45121,0.9036,0.93604,0.92596,0.61882,0.87078,0.882,0.85868,0.49894,1.52343,2.79343,0.53582,0.01359,0,5.455e-05,5.455e-05,5.455e-05
193,1532.31,1.3523,2.39389,0.50526,0.01023,0.40743,0.91131,0.92639,0.93007,0.62234,0.869,0.88529,0.86564,0.50404,1.52428,2.73563,0.53223,0.0136,0,4.96e-05,4.96e-05,4.96e-05
194,1540.34,1.32525,2.37901,0.50385,0.00997,0.41652,0.89179,0.92802,0.93421,0.62361,0.85608,0.90353,0.87466,0.51068,1.51713,2.73527,0.52561,0.0135,0,4.465e-05,4.465e-05,4.465e-05
195,1548.23,1.32263,2.37322,0.48345,0.00974,0.38203,0.90991,0.92397,0.92764,0.6197,0.87833,0.87027,0.86343,0.49451,1.49639,2.7977,0.56705,0.01326,0,3.97e-05,3.97e-05,3.97e-05
196,1556.11,1.31224,2.3268,0.49609,0.00976,0.40419,0.89537,0.93512,0.93005,0.628,0.86407,0.90226,0.87453,0.50459,1.49245,2.7387,0.52623,0.01326,0,3.475e-05,3.475e-05,3.475e-05
197,1563.98,1.28952,2.30679,0.4708,0.0095,0.3767,0.93047,0.91356,0.93487,0.63159,0.89715,0.87801,0.87622,0.50267,1.50792,2.75476,0.51062,0.01343,0,2.98e-05,2.98e-05,2.98e-05
198,1571.95,1.30326,2.32294,0.48246,0.00973,0.38687,0.91277,0.91534,0.93301,0.61959,0.87712,0.87631,0.87577,0.49511,1.51414,2.77696,0.52287,0.01345,0,2.485e-05,2.485e-05,2.485e-05
199,1579.77,1.28984,2.30257,0.47743,0.00967,0.37682,0.92072,0.90517,0.93277,0.61726,0.89208,0.87519,0.87641,0.49664,1.5103,2.78616,0.52975,0.01343,0,1.99e-05,1.99e-05,1.99e-05
200,1587.7,1.32783,2.31096,0.4688,0.00995,0.38072,0.92194,0.91031,0.93064,0.62578,0.89499,0.87216,0.87435,0.49586,1.50953,2.78131,0.53022,0.01345,0,1.495e-05,1.495e-05,1.495e-05
